brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,mileage_per_year,engine_liters
Chevrolet,Corvette Stingray w/3LT,2023.0,4200.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,98000.0,2.0,2100.0,6.2
Bentley,Continental GT V8 First Edition,2020.0,27404.0,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Dark Sapphire,Linen,False,False,199991.0,5.0,5480.8,4.0
Lincoln,MKC Reserve,2016.0,100000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,False,True,24000.0,9.0,11111.111111111111,2.0
Ford,Excursion Limited,2001.0,333361.0,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,A/T,Black,Beige,False,True,17000.0,24.0,13890.041666666666,7.3
Land,Rover Discovery SE,2018.0,63295.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,False,True,29993.0,7.0,9042.142857142857,3.0
Land,Rover Defender V8,2022.0,3000.0,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,96500.0,3.0,1000.0,5.0
Chevrolet,Silverado 1500 2LT,2014.0,102604.0,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Gray,False,True,25500.0,11.0,9327.636363636364,5.3
Mercedes-Benz,AMG G 63 Base,2017.0,39800.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,False,True,99000.0,8.0,4975.0,5.5
Ford,F-250 XLT,2019.0,124000.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,False,True,40100.0,6.0,20666.666666666668,6.2
Tesla,Model 3 Base,2022.0,12080.0,,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,False,True,36750.0,3.0,4026.6666666666665,
Lexus,LX 570 Three-Row,2018.0,39300.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,69500.0,7.0,5614.285714285715,5.7
INFINITI,QX60 Luxe,2019.0,51000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,–,False,True,29000.0,6.0,8500.0,3.5
Rivian,R1S Adventure Package,2023.0,250.0,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,False,False,97500.0,2.0,125.0,
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017.0,67000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,False,True,35999.0,8.0,8375.0,3.0
INFINITI,QX60 Base,2014.0,95400.0,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,False,14195.0,11.0,8672.727272727272,3.5
Hyundai,Sonata GLS,2013.0,136991.0,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,False,True,11000.0,12.0,11415.916666666666,2.4
Toyota,Tundra Limited,2022.0,3959.0,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,False,True,55000.0,3.0,1319.6666666666667,3.4
Jeep,Grand Cherokee Limited,2020.0,47500.0,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,False,True,31000.0,5.0,9500.0,3.6
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005.0,176691.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,False,True,13000.0,20.0,8834.55,6.0
Tesla,Model 3 Performance,2021.0,33000.0,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,White,False,True,55000.0,4.0,8250.0,
Mercedes-Benz,CLS-Class CLS 550,2014.0,34600.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,27500.0,11.0,3145.4545454545455,4.7
RAM,2500 SLT,2014.0,84500.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,False,True,34000.0,11.0,7681.818181818182,6.4
Kia,Sorento Hybrid EX,2022.0,36100.0,Hybrid,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,White,False,True,37500.0,3.0,12033.333333333334,1.6
Hyundai,Genesis 3.8,2015.0,92225.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,17000.0,10.0,9222.5,3.8
Jeep,Compass Latitude,2020.0,17500.0,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,False,True,25695.0,5.0,3500.0,2.4
Ford,Fusion SE,2011.0,114323.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,False,True,6000.0,14.0,8165.928571428572,2.5
Toyota,FJ Cruiser Base,2014.0,92000.0,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,False,True,27500.0,11.0,8363.636363636364,4.0
BMW,430 Gran Coupe i xDrive,2018.0,29025.0,Gasoline,2.0 Liter DOHC T/C,Automatic,Carbon Black Metallic,Black,False,False,29998.0,7.0,4146.428571428572,2.0
Dodge,Durango SRT 392,2021.0,17000.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,False,True,65000.0,4.0,4250.0,6.4
Hyundai,Santa Fe GLS,2015.0,96476.0,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,False,True,13000.0,10.0,9647.6,3.3
Volkswagen,Atlas 3.6L SEL Premium,2021.0,36311.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,False,True,39127.0,4.0,9077.75,3.6
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016.0,56842.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,False,True,35000.0,9.0,6315.777777777777,5.0
Nissan,Murano SV,2021.0,23677.0,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Sunset Drift Chromaflair,Graphite,False,False,29510.0,4.0,5919.25,3.5
Buick,Envision Essence,2020.0,27340.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,False,False,31700.0,5.0,5468.0,2.5
Chevrolet,Silverado 1500 RST,2020.0,26177.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Shadow Gray Metallic,Jet Black,False,False,41986.0,5.0,5235.4,5.3
Pontiac,Solstice GXP,2009.0,122348.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,False,True,10000.0,16.0,7646.75,2.0
BMW,640 Gran Coupe i xDrive,2015.0,98000.0,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,False,True,22500.0,10.0,9800.0,3.0
Tesla,Model 3 Standard Range Plus,2019.0,32300.0,,Electric Motor Electric Fuel System,A/T,Black,Black,False,True,29000.0,6.0,5383.333333333333,
MINI,Countryman Cooper S,2019.0,18997.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,False,True,26750.0,6.0,3166.1666666666665,2.0
Porsche,Boxster GTS,2016.0,40350.0,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,False,True,67995.0,9.0,4483.333333333333,3.4
Ford,Expedition EL King Ranch,2011.0,156856.0,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Brown,False,True,14300.0,14.0,11204.0,5.4
Bentley,Continental GT GT Speed,2022.0,1919.0,Gasoline,12 Cylinder Engine,8-SPEED A/T,Granite,Porpoise,False,False,289991.0,3.0,639.6666666666666,
BMW,X5 M Base,2017.0,61773.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,False,True,46000.0,8.0,7721.625,4.4
Ford,Mustang GT Premium,2011.0,74500.0,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,False,True,22000.0,14.0,5321.428571428572,5.0
Jeep,Compass Sport,2016.0,99000.0,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,False,True,5000.0,9.0,11000.0,2.4
INFINITI,G37 Sport,2008.0,63496.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,False,True,15000.0,17.0,3735.0588235294117,3.7
Ford,F-150 XLT,2022.0,18465.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,False,True,47500.0,3.0,6155.0,3.5
Porsche,911 Carrera 4S,2007.0,42635.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,False,True,72995.0,18.0,2368.6111111111113,3.8
INFINITI,G35 Base,2005.0,99000.0,Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,False,True,18900.0,20.0,4950.0,3.5
Chrysler,300C Base,2013.0,87500.0,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,False,True,13750.0,12.0,7291.666666666667,3.6
Toyota,Camry Solara SLE,2007.0,138000.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,False,True,6800.0,18.0,7666.666666666667,3.3
Lexus,IS 300 Base,2018.0,70891.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,False,True,28995.0,7.0,10127.285714285714,3.5
Buick,Enclave Essence,2020.0,55403.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Gray,False,True,29444.0,5.0,11080.6,3.6
BMW,M4 Competition xDrive,2022.0,3213.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,False,True,89995.0,3.0,1071.0,3.0
Pontiac,GTO Base,2005.0,142314.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Red,False,True,21999.0,20.0,7115.7,6.0
Toyota,FJ Cruiser Base,2013.0,53000.0,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,False,True,36740.0,12.0,4416.666666666667,4.0
Hyundai,Elantra SE,2014.0,120250.0,Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,False,True,7500.0,11.0,10931.818181818182,1.8
Porsche,Macan S,2015.0,72329.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,False,True,29500.0,10.0,7232.9,3.0
Hummer,H3 Base,2007.0,153692.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,False,True,9995.0,18.0,8538.444444444445,3.7
Tesla,Model 3 Long Range,2021.0,32670.0,,Electric Motor Electric Fuel System,A/T,White,Black,False,True,37000.0,4.0,8167.5,
Ford,Transit-350 Base,2018.0,235000.0,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,False,18000.0,7.0,33571.42857142857,3.7
Rivian,R1T Launch Edition,2022.0,8681.0,,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,False,True,82000.0,3.0,2893.6666666666665,
Audi,S4 3.0 Prestige,2012.0,98400.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,False,True,18000.0,13.0,7569.2307692307695,3.0
Toyota,4Runner SR5 Premium,2023.0,1400.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,46500.0,2.0,700.0,4.0
Tesla,Model 3 Mid Range,2018.0,32000.0,,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,False,True,29999.0,7.0,4571.428571428572,
Ford,F-250 Base,1997.0,92800.0,Gasoline,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,False,True,9000.0,28.0,3314.285714285714,5.8
Mercedes-Benz,G-Class G 550 4MATIC,2021.0,75151.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,130000.0,4.0,18787.75,4.0
Subaru,Legacy 2.5 GT spec.B,2008.0,94000.0,Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Blue,False,True,12500.0,17.0,5529.411764705882,2.5
Mercedes-Benz,E-Class E 350,2014.0,67350.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,False,True,18700.0,11.0,6122.727272727273,3.5
BMW,M3 Base,2001.0,66500.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,False,True,21000.0,24.0,2770.8333333333335,3.2
Mercedes-Benz,C-Class C 250 Sport,2014.0,70612.0,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,False,True,14500.0,11.0,6419.272727272727,1.8
Toyota,Sienna XLE Limited,2007.0,112630.0,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Gray,False,True,11500.0,18.0,6257.222222222223,3.5
Dodge,Avenger SE,2014.0,124705.0,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,False,True,6499.0,11.0,11336.818181818182,3.6
BMW,M240 i,2018.0,61000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,False,True,34000.0,7.0,8714.285714285714,3.0
RAM,3500 SLT,2017.0,157272.0,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,False,True,32999.0,8.0,19659.0,6.7
Mercedes-Benz,GL-Class GL 450 4MATIC,2015.0,84000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,False,True,20399.0,10.0,8400.0,3.0
Jeep,Gladiator Rubicon,2020.0,27981.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,False,True,47500.0,5.0,5596.2,3.6
Bentley,Continental GT Base,2009.0,18000.0,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,False,True,63000.0,16.0,1125.0,6.0
Tesla,Model 3 Long Range,2019.0,27123.0,,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,False,True,38200.0,6.0,4520.5,
Chevrolet,Corvette Stingray w/2LT,2021.0,3053.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,False,True,83900.0,4.0,763.25,6.2
Audi,Q5 3.0T Premium Plus,2015.0,60251.0,Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,19000.0,10.0,6025.1,3.0
Mazda,MX-5 Miata Club,2021.0,5093.0,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,False,True,28000.0,4.0,1273.25,2.0
Bentley,Bentayga W12 Signature,2018.0,31875.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,115785.0,7.0,4553.571428571428,6.0
Mercedes-Benz,S-Class S500,2005.0,175722.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,7000.0,20.0,8786.1,5.0
BMW,M6 Base,2015.0,17900.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,59900.0,10.0,1790.0,4.4
GMC,Yukon SLT,2015.0,142792.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,False,True,22999.0,10.0,14279.2,5.3
BMW,750 iL,2001.0,53814.0,Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,False,False,11800.0,24.0,2242.25,5.4
Toyota,Tundra Limited,2010.0,89400.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,26900.0,15.0,5960.0,5.7
Chrysler,300C Base,2007.0,86000.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,False,True,15000.0,18.0,4777.777777777777,5.7
smart,ForTwo Pure,2008.0,61595.0,Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,False,True,5000.0,17.0,3623.235294117647,1.0
Toyota,Tundra SR,2018.0,74000.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,False,True,38000.0,7.0,10571.42857142857,5.7
Hummer,H2 Base,2004.0,130000.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,False,True,16500.0,21.0,6190.476190476191,6.0
BMW,ALPINA B7 Base,2015.0,86000.0,Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,False,True,29000.0,10.0,8600.0,4.4
Land,Rover Range Rover Sport Supercharged,2008.0,140600.0,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,False,True,7500.0,17.0,8270.588235294117,4.2
Audi,A4 2.0T Tech Premium,2018.0,27532.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,False,True,27900.0,7.0,3933.1428571428573,2.0
Ford,Focus SE,2017.0,91000.0,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,False,True,12500.0,8.0,11375.0,2.0
Mercedes-Benz,E-Class E 550 4MATIC,2014.0,63000.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,False,True,28500.0,11.0,5727.272727272727,4.7
Jeep,Wrangler Unlimited 4xe Sahara,2022.0,10500.0,Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Green,Beige,False,True,49999.0,3.0,3500.0,2.0
Mercedes-Benz,M-Class ML 350 4MATIC,2014.0,75073.0,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,7-Speed A/T,Gray,Black,False,True,21500.0,11.0,6824.818181818182,3.5
Jeep,Wrangler Sahara,2008.0,140000.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,–,False,True,9000.0,17.0,8235.29411764706,3.8
Mercedes-Benz,A-Class A 220 4MATIC,2019.0,30300.0,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,False,True,30500.0,6.0,5050.0,2.0
Chevrolet,Malibu 1LT,2009.0,139000.0,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,4200.0,16.0,8687.5,2.4
Hummer,H3 Base,2006.0,118000.0,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,False,True,17900.0,19.0,6210.526315789473,3.5
BMW,i8 Base,2015.0,51000.0,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Gray,Brown,False,True,53000.0,10.0,5100.0,1.5
Cadillac,XLR Base,2009.0,69423.0,Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,False,True,36500.0,16.0,4338.9375,4.6
Lincoln,MKZ Select,2017.0,52284.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,False,True,12500.0,8.0,6535.5,2.0
Chevrolet,Silverado 1500 W/T,2006.0,111228.0,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,False,True,4000.0,19.0,5854.105263157895,4.3
Land,Rover Range Rover Sport HSE,2019.0,52300.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,49900.0,6.0,8716.666666666666,3.0
Nissan,Titan SL,2021.0,95993.0,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,White,Black,False,True,32612.0,4.0,23998.25,5.6
Kia,Telluride SX,2022.0,26716.0,Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Automatic,Dark Moss,Black,False,False,47541.0,3.0,8905.333333333334,3.8
Chevrolet,Tahoe RST,2023.0,39517.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,False,False,67190.0,2.0,19758.5,5.3
Ford,Mustang GT Premium,2019.0,31600.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,False,True,41000.0,6.0,5266.666666666667,5.0
BMW,330 i,2017.0,83298.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,18300.0,8.0,10412.25,2.0
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017.0,95212.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,False,True,31599.0,8.0,11901.5,3.0
Porsche,911 Carrera,2010.0,61600.0,Gasoline,345.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,51750.0,15.0,4106.666666666667,3.6
INFINITI,QX56 Base,2011.0,130921.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,White,Beige,False,True,12000.0,14.0,9351.5,5.6
RAM,2500 Tradesman,2020.0,41000.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,False,False,45515.0,5.0,8200.0,6.4
BMW,840 i xDrive,2024.0,1500.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,False,True,90000.0,1.0,1500.0,3.0
MINI,Clubman Cooper S ALL4,2017.0,79950.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,False,True,17390.0,8.0,9993.75,2.0
Cadillac,Escalade ESV Premium Luxury Platinum,2021.0,31500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,95000.0,4.0,7875.0,6.2
Audi,R8 5.2 V10 plus,2017.0,61000.0,Gasoline,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,False,True,140000.0,8.0,7625.0,5.2
RAM,2500 Big Horn,2021.0,45867.0,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,False,True,43449.0,4.0,11466.75,6.4
Porsche,911 Carrera 4,2014.0,22700.0,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Silver,Black,False,True,85500.0,11.0,2063.6363636363635,3.4
Bentley,Continental GT Base,2009.0,43000.0,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,48500.0,16.0,2687.5,6.0
Toyota,Tundra SR5,2015.0,99000.0,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,False,True,27000.0,10.0,9900.0,4.6
Toyota,4Runner SR5,2006.0,135000.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,16900.0,19.0,7105.263157894737,4.0
Cadillac,CTS 2.0L Turbo Luxury,2019.0,46000.0,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,False,True,29000.0,6.0,7666.666666666667,2.0
Ford,Focus SE,2014.0,79615.0,Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Black,Charcoal Black,False,True,10995.0,11.0,7237.727272727273,2.0
BMW,M5 Base,2021.0,13250.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Aragon Brown,False,False,86900.0,4.0,3312.5,4.4
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019.0,41200.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,60500.0,6.0,6866.666666666667,3.0
Cadillac,Escalade ESV Luxury,2016.0,116500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,False,True,30500.0,9.0,12944.444444444445,6.2
Acura,NSX Base,1993.0,75980.0,–,–,A/T,Silver,Black,False,True,90200.0,32.0,2374.375,
Chevrolet,Corvette Z06,2018.0,24059.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,87150.0,7.0,3437.0,6.2
Audi,Q5 2.0T Premium Plus,2015.0,118500.0,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,False,True,15400.0,10.0,11850.0,2.0
BMW,ALPINA B7 ALPINA B7 xDrive,2020.0,15097.0,Gasoline,4.4 Liter Twin Turbo,Automatic,Frozen Dark Silver Metallic,Black,False,False,99998.0,5.0,3019.4,4.4
Maserati,Ghibli S Q4,2018.0,20000.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,False,True,43000.0,7.0,2857.1428571428573,3.0
BMW,228 Gran Coupe i xDrive,2020.0,10426.0,Gasoline,2.0 Liter Turbo,Automatic,Black Sapphire Metallic,Oyster/Black,False,False,30798.0,5.0,2085.2,2.0
Ford,Expedition Limited,2023.0,9500.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,False,True,63500.0,2.0,4750.0,3.5
Nissan,Frontier SE Crew Cab,2006.0,134000.0,Gasoline,265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,False,True,8500.0,19.0,7052.631578947368,4.0
